User-ID,ISBN,Rating,user_idx,book_idx
277629,0385472943,8,14,176
277629,0399132414,9,14,177
277629,0425116840,6,14,94
277629,0440241073,8,14,178
277629,0671000306,7,14,179
277629,0671000314,8,14,180
277629,0671795740,9,14,182
277639,034539657X,8,15,183
277639,0380731851,6,15,184
277639,0425142485,7,15,185
277639,0425147363,8,15,186
277639,042516098X,5,15,187
277639,0440211727,8,15,188
277639,0440214041,9,15,189
277639,0440430712,7,15,190
277639,0446794031,8,15,191
277639,0451162145,8,15,192
277639,0553297260,8,15,193
277639,0812543262,8,15,195
277710,0425192032,9,16,197
277710,0446611638,5,16,198
277710,0446613843,6,16,166
277710,0451208765,10,16,199
277710,0451210840,5,16,200
277710,0553582763,6,16,201
277711,0812967224,7,17,203
277711,1573227889,10,17,204
277744,0061031550,8,18,205
277744,0312421273,7,18,206
277744,0345339681,3,18,207
277744,0345377443,8,18,208
277744,0440235162,5,18,209
277744,0609806564,8,18,210
277744,0887307876,9,18,211
277744,1551660717,8,18,213
277901,0064440044,10,19,214
277901,0446675059,7,19,216
277901,0452282152,8,19,217
277928,0374266441,9,20,218
277928,0449908186,10,20,220
277928,0679751602,10,20,221
277928,0679764925,8,20,222
277928,0679770151,10,20,223
277928,0767915062,9,20,224
277928,0804105820,9,20,225
277929,0515129968,9,21,226
277945,0312974256,6,22,228
277945,0312983301,6,22,229
277945,0446610550,7,22,230
277945,0451203771,8,22,231
277945,0515121843,7,22,232
277945,051512317X,7,22,233
277945,0515124214,7,22,234
277945,0515134384,7,22,235
277945,0515136263,7,22,236
277945,0515136379,7,22,237
277945,0515137111,8,22,239
277965,0316789089,5,23,240
277965,0374190666,10,23,241
277965,0385484518,10,23,242
277965,0399141464,8,23,243
277965,0399145087,7,23,244
277965,0446526126,8,23,245
277965,0486285537,9,23,246
277965,0679457526,9,23,247
277965,0684874350,10,23,248
277965,0761107363,10,23,250
277965,0786866845,9,23,130
277965,0786881852,7,23,251
277965,0895261901,10,23,252
278026,0060572965,9,24,253
278026,0061009059,8,24,80
278026,0061031410,8,24,254
278026,0061094129,8,24,255
278026,0312983433,8,24,256
278026,0345440064,8,24,257
278026,0380731851,5,24,184
278026,0380820889,8,24,258
278026,038533558X,9,24,259
278026,0446527041,8,24,260
278026,0446531588,5,24,261
278026,0446612510,8,24,262
278026,0449006522,8,24,263
278026,0449219364,6,24,264
278026,0449221512,5,24,265
278026,0449227545,3,24,266
278026,0451202473,7,24,267
278026,0451204301,8,24,268
278026,0451206525,8,24,269
278026,0515125490,8,24,270
278026,0515129038,5,24,271
278026,0515130389,8,24,272
278026,0515135968,8,24,273
278026,0553582364,6,24,274
278026,0671001795,8,24,275
278026,0684810387,8,24,276
278026,0743206045,7,24,172
278026,1551667517,7,24,278
278026,1551669625,6,24,279
278137,0061057894,9,25,281
278137,0140067647,9,25,282
278137,0345337662,7,25,283
278137,0373115431,8,25,284
278137,0380600129,8,25,285
278137,0380708655,6,25,286
278137,0425065553,8,25,287
278137,0440940001,8,25,288
278137,0446606812,7,25,289
278137,0515094978,8,25,290
278137,0553287532,9,25,291
278137,0670894508,4,25,292
278137,0671434225,8,25,293
278137,0671525808,9,25,294
278137,0804106304,8,25,295
278137,1558744150,9,25,173
278137,1558745017,8,25,296
278188,0373218192,7,26,298
278188,0373244487,6,26,299
278188,0373272898,6,26,300
278188,0373441762,4,26,301
278188,0373441851,6,26,302
278188,0373484003,7,26,303
278188,0440122090,4,26,304
278188,044022103X,8,26,305
278188,0440223571,9,26,306
278188,0440225701,9,26,307
278188,0446603589,9,26,308
278188,0515124621,8,26,309
278188,0671644459,7,26,310
278188,0671644475,5,26,311
278188,0743410181,6,26,312
278188,080410946X,8,26,313
278188,1551661586,6,26,314
278188,1551665344,7,26,315
278188,1551666960,8,26,316
278194,0060926317,8,27,318
278194,0060958014,7,27,319
278194,0140280553,5,27,320
278194,0156007819,3,27,321
278194,0156011042,7,27,322
278194,0345423135,9,27,323
278194,0375705619,5,27,324
278194,0385334923,7,27,325
278194,0385498802,4,27,326
278194,0440212723,9,27,327
278194,0440241537,7,27,164
278194,0451209907,5,27,328
278194,0452284449,8,27,109
278194,051512219X,4,27,329
278194,0553582364,6,27,274
278194,0671683993,8,27,330
278194,0688177859,9,27,331
278194,0802139256,6,27,332
278202,0060198346,3,28,333
278202,014025448X,2,28,334
278202,0312252617,4,28,335
278202,0385316925,3,28,336
278202,0385319568,9,28,337
278202,0385324057,3,28,338
278202,0385497466,3,28,339
278202,0399148019,3,28,340
278202,0446527017,1,28,341
278202,0553104136,4,28,343
278202,0671510126,10,28,344
278202,0671786458,7,28,345
278202,0743206029,8,28,346
278221,0440216745,7,29,347
278221,0553582755,9,29,349
278221,0671027123,8,29,350
278221,0743460529,8,29,351
278221,0804106304,9,29,295
278221,0840776381,8,29,352
278221,1556612257,10,29,353
278314,006091291X,5,30,354
278314,0385319959,7,30,356
278314,0399146431,7,30,357
278314,1573221775,2,30,358
278356,0140167153,8,31,359
278356,0312265859,7,31,360
278356,0312965338,8,31,361
278356,0374270325,9,31,362
278356,0439064872,8,31,363
278356,0439136369,10,31,364
278356,0439139600,10,31,365
278356,0671016768,8,31,367
278390,0375409440,8,32,368
278390,0380730847,7,32,369
278390,0385313667,7,32,370
278390,0399147195,7,32,371
278390,0425182908,4,32,372
278390,0440236053,7,32,373
278390,044661257X,8,32,374
278390,0553569058,9,32,375
278390,0671027360,7,32,376
278390,0671683993,10,32,330
278390,080410753X,9,32,378
278418,0345369335,7,33,380
278418,0394800168,10,33,381
278418,0394820371,8,33,382
278418,042513525X,5,33,383
278418,0425140032,5,33,384
278418,0425178102,7,33,385
278418,042518630X,7,33,386
278418,0440184622,7,33,387
278418,0440207622,7,33,388
278418,0440479002,9,33,389
278418,0451173392,6,33,390
278418,0515130389,8,33,272
278418,0515131229,8,33,391
278418,0553131834,9,33,392
278418,0553297988,6,33,393
278418,0671017128,5,33,394
278418,0671502522,7,33,395
278418,0671775715,6,33,396
278418,0786862572,5,33,397
278418,0812523466,5,33,398
278418,0886775981,5,33,399
278535,0061094129,10,34,255
278535,0425178765,8,34,400
278535,0425182878,9,34,401
278535,0440221595,7,34,402
278535,0446605484,10,34,403
278535,0446611212,9,34,405
278535,0449003787,9,34,406
278535,0449219461,8,34,407
278535,0553213180,6,34,408
278535,0553269216,8,34,409
278554,0060096195,9,35,0
278554,0140292683,8,35,410
278554,0140293450,8,35,411
278554,0152050167,10,35,81
278554,0330375253,8,35,412
278554,0345423097,10,35,413
278554,0385730586,9,35,414
278554,1853260282,7,35,416
278582,0312983298,3,36,418
278582,0312983867,7,36,419
278582,0312990456,5,36,420
278582,0312991460,6,36,421
278582,0345348176,8,36,422
278582,0345350499,10,36,423
278582,0345440064,8,36,257
278582,0425163717,7,36,424
278582,0425191583,8,36,425
278582,0441478123,10,36,426
278582,0449003183,8,36,427
278582,0449221512,8,36,265
278582,0451202503,10,36,428
278582,0515136557,8,36,429
278582,0671001795,8,36,275
278582,0671877445,8,36,430
278582,1400034779,10,36,431
278633,0060987561,10,37,432
278633,0140244824,7,37,433
278633,014028009X,2,37,434
278633,0140296298,7,37,435
278633,0142000205,7,37,436
278633,0316096199,8,37,437
278633,0316666343,9,37,438
278633,0316899984,7,37,439
278633,0385512147,7,37,441
278633,0439324599,9,37,442
278633,0440226430,9,37,443
278633,0440514428,9,37,444
278633,0446679593,8,37,445
278633,0449907481,6,37,446
278633,0451163524,5,37,447
278633,0452283221,5,37,448
278633,0515131083,10,37,449
278633,0553278355,8,37,450
278633,0671028014,5,37,451
278633,0671038184,8,37,452
278633,0679425268,9,37,453
278633,0684814994,10,37,454
278633,0688162827,9,37,455
278633,0688170528,8,37,456
278633,0743225082,7,37,457
278633,1882723007,8,37,458
278843,0060173289,9,38,459
278843,0060517794,7,38,460
278843,014028009X,8,38,434
278843,0142000205,9,38,436
278843,0385260075,8,38,461
278843,0399146431,9,38,357
278843,0440211263,7,38,462
278843,0553274503,8,38,463
278843,059035342X,8,38,464
278843,0679412956,8,38,465
278843,0786881852,8,38,251
278851,0439050006,5,39,467
278851,0894803700,5,39,469
278851,1558531025,8,39,470
242,0553278223,10,40,471
243,0060977493,7,41,474
243,0316601950,9,41,475
243,0316776963,9,41,82
243,0316899984,7,41,439
243,0375400117,10,41,476
243,0385316895,6,41,477
243,0385720106,7,41,478
243,0425163407,9,41,479
243,044023722X,7,41,480
243,0446364800,9,41,481
243,0446606383,6,41,482
243,0449006522,6,41,263
243,0553580388,8,41,483
243,0786863986,5,41,484
243,155874262X,5,41,485
254,0060934700,9,42,486
254,0060976977,7,42,487
254,0064471047,7,42,488
254,0066238501,5,42,489
254,0142001740,9,42,490
254,0373226063,6,42,491
254,0373226144,5,42,492
254,0373834446,8,42,493
254,037582345X,9,42,494
254,0380730448,8,42,495
254,0380789035,10,42,496
254,0380973634,10,42,497
254,0380973650,9,42,498
254,0380977281,8,42,499
254,0399146431,9,42,357
254,0439064864,9,42,500
254,0439064872,9,42,363
254,0439136350,9,42,501
254,0439136369,9,42,364
254,0439139597,9,42,502
254,0451167317,8,42,503
254,0451406176,6,42,504
254,0451409256,7,42,505
254,0451524934,9,42,506
254,0451526341,8,42,507
254,0553280325,8,42,508
254,0590353403,9,42,509
254,0618002219,9,42,510
254,0618002227,8,42,511
254,0671021001,7,42,56
254,0679879242,8,42,512
254,1931081727,9,42,514
388,0060973897,8,43,515
388,006101351X,6,43,517
388,0449002632,7,43,518
388,0452279690,10,43,519
388,0553569058,10,43,375
388,1573225126,5,43,520
388,1878424319,7,43,521
446,0060925000,8,44,522
446,0061000280,10,44,524
446,039914739X,3,44,525
446,081296666X,5,44,526
503,0345348656,8,45,528
503,0385496095,10,45,529
503,0440241006,10,45,530
503,0515131679,8,45,531
503,068484267X,10,45,532
503,1558743669,10,45,533
505,0345313860,7,46,535
505,0385306032,8,46,536
505,042517736X,7,46,537
505,0671868713,8,46,538
505,0805056491,9,46,539
507,0020427859,9,47,540
507,0060558865,8,47,541
507,0140230165,7,47,542
507,0142001740,10,47,490
507,0312986769,9,47,543
507,0345369068,8,47,544
507,0451184718,9,47,545
507,0553564528,7,47,546
507,0553575538,7,47,548
507,0553576801,7,47,549
507,055357695X,7,47,550
507,0553583441,7,47,551
507,0553583468,7,47,552
507,0590021117,7,47,553
507,0679893105,9,47,554
507,0689710879,10,47,555
507,0689710887,10,47,556
507,0689710895,10,47,557
507,0689711522,10,47,558
507,0743260244,10,47,559
507,0767912918,7,47,560
507,0812533534,10,47,561
507,0821772953,8,47,562
638,0060191929,9,48,563
638,0140107649,10,48,564
638,0151001006,10,48,565
638,0316603287,9,48,566
638,0316666343,10,48,438
638,0316693006,10,48,567
638,0316693200,9,48,156
638,0316769487,10,48,568
638,0316776963,10,48,82
638,0316779423,10,48,569
638,0316779490,9,48,570
638,0316789089,10,48,240
638,0316969443,10,48,571
638,0345339711,10,48,572
638,0385420161,9,48,573
638,0385470819,9,48,574
638,0385504209,10,48,11
638,0425184129,9,48,576
638,0446523569,10,48,577
638,0446525502,9,48,578
638,0446525537,9,48,579
638,0446527793,10,48,580
638,0446531332,10,48,581
638,0609605925,8,48,582
638,0609606727,8,48,583
638,0670892963,7,48,73
638,0671042556,9,48,584
638,0679442790,10,48,585
638,067972768X,10,48,586
638,0679732241,9,48,587
638,0679746048,7,48,588
638,0688180639,9,48,589
638,0743230051,9,48,590
638,0743406176,10,48,124
638,1558747028,10,48,591
638,1558747346,8,48,592
643,0061092606,8,49,593
643,0140622063,8,49,594
643,0671894455,7,49,595
643,0743222229,8,49,596
643,1853260002,2,49,597
643,2253043974,8,49,598
643,2253049417,9,49,599
643,2253140872,8,49,600
651,0060934719,8,50,601
651,0345370740,7,50,602
651,0345403339,7,50,603
651,0425142485,6,50,185
651,0451456548,7,50,604
651,0679801146,4,50,605
651,0786886463,7,50,606
651,1563899388,6,50,608
709,015216250X,10,51,610
709,0152162577,10,51,611
709,0316666343,3,51,438
709,0345391802,7,51,612
709,0440219078,10,51,613
709,0590897985,9,51,614
735,038533334X,4,52,615
735,0440224829,9,52,617
735,044661162X,9,52,618
735,0515134368,9,52,619
805,0060928336,7,53,621
805,0140070206,9,53,622
805,0140077022,10,53,623
805,014016930X,10,53,624
805,0140253602,4,53,625
805,0156027321,9,53,626
805,0316777730,7,53,627
805,0375501851,8,53,628
805,038001503X,10,53,629
805,039592720X,9,53,630
805,0440215625,8,53,631
805,0452282152,8,53,217
805,0553268449,8,53,632
805,0671003755,8,53,633
805,0679732764,10,53,634
805,0877733759,10,53,635
882,0020418809,10,54,636
882,0064401847,10,54,637
882,0064402967,5,54,638
882,0373218400,5,54,639
882,0373484224,7,54,640
882,0380018179,10,54,175
882,0385504209,10,54,11
882,0394557433,10,54,641
882,0440235162,10,54,209
882,051509465X,9,54,643
882,0515134368,6,54,619
882,0515135062,6,54,644
882,0517556278,8,54,645
882,0553205587,9,54,646
882,0553250426,10,54,647
882,0553272586,5,54,648
882,0553280589,10,54,649
882,0553572997,10,54,650
882,067101420X,4,54,651
882,0671641778,10,54,652
882,0679429220,9,54,653
882,067976402X,10,54,654
882,0743457943,5,54,128
900,0449212084,5,55,655
900,0553572490,6,55,656
901,0099771519,9,56,658
901,0785268480,10,56,659
929,0312140940,8,57,660
929,0345285549,5,57,661
929,0345307674,5,57,662
929,0385314744,7,57,663
929,0439404371,8,57,664
929,0440224624,6,57,665
929,0451169530,6,57,666
929,0553234811,6,57,667
929,0553296981,10,57,668
929,0671461494,8,57,669
929,0671617028,8,57,670
929,0894803700,8,57,469
1025,0060562080,8,58,672
1025,0060928336,5,58,621
1025,0142000663,10,58,673
1025,0330306839,8,58,674
1025,0380012863,8,58,675
1025,0394404289,9,58,676
1025,0552996009,9,58,677
1025,0552998001,9,58,678
1025,0743225082,8,58,457
1075,0142001740,10,59,490
1075,0375726403,7,59,679
1075,0385504209,7,59,11
1075,0553377868,9,59,680
1075,0609608444,10,59,681
1075,0767902521,9,59,682
1075,1400034779,5,59,431
1129,0064407667,4,60,683
1129,0385472951,6,60,684
1129,0385493800,6,60,685
1129,0553377876,3,60,686
1131,0060976845,7,61,516
1131,0061093092,8,61,688
1131,0061098361,7,61,689
1131,0070212570,7,61,690
1131,0312243022,8,61,691
1131,0312983824,6,61,692
1131,0345370805,7,61,693
1131,0375703055,7,61,694
1131,0385480016,9,61,695
1131,0394758285,7,61,696
1131,0440214424,8,61,697
1131,0446672211,7,61,215
1131,0446673544,5,61,698
1131,0449149676,7,61,699
1131,0451187903,7,61,700
1131,0671004565,6,61,701
1131,0671793489,7,61,702
1131,0679761837,7,61,703
1131,0679772677,7,61,704
1131,0743418174,7,61,705
1155,0373250223,8,62,707
1155,0380814021,6,62,708
1155,0380817683,10,62,709
1155,0451409256,9,62,505
1155,0671032658,9,62,710
1155,0671689231,7,62,711
1211,0099771519,9,63,658
1211,0752853694,8,63,152
1211,2070360024,8,63,712
1211,2070375161,7,63,713
1211,2070415686,8,63,714
1211,2253005274,8,63,715
1211,2266022504,8,63,716
1248,0345367898,10,64,717
1248,0553110721,10,64,719
1248,0553580272,10,64,720
1248,0679452281,9,64,721
1424,0060930535,7,65,723
1424,0061015725,8,65,196
1424,0061056871,6,65,724
1424,0061097314,5,65,725
1424,0099771519,8,65,658
1424,0142001430,7,65,726
1424,0151002290,6,65,727
1424,0156001314,8,65,728
1424,031215125X,7,65,729
1424,0312420366,8,65,730
1424,0316291161,8,65,731
1424,0380603764,6,65,732
1424,0385336403,6,65,733
1424,0385720106,7,65,478
1424,039914255X,7,65,734
1424,0671646575,8,65,74
1424,0671776134,8,65,735
1424,0743418735,7,65,736
1424,0743431014,7,65,737
1424,0767902521,8,65,682
1424,0804106304,6,65,295
1435,0060977477,5,66,738
1435,0345378490,5,66,739
1435,0345387651,5,66,740
1435,0375505547,7,66,741
1435,0380728249,10,66,742
1435,0399133143,5,66,743
1435,0446611239,10,66,744
1435,0446672211,8,66,215
1435,0451183665,7,66,745
1435,0451208765,4,66,199
1435,0517149257,10,66,746
1435,0517573822,10,66,747
1435,0671024248,4,66,748
1435,068484267X,8,66,532
1435,0684848783,5,66,749
1435,0684855631,9,66,750
1435,080410753X,10,66,378
1435,0971880107,5,66,751
1435,155874262X,10,66,485
1435,1573221775,4,66,358
1548,0060394447,1,67,752
1548,0312243022,8,67,691
1548,034540288X,5,67,753
1548,0345425707,8,67,754
1548,0345434692,7,67,755
1548,0425167313,8,67,756
1548,0451821971,7,67,757
1548,0452282152,8,67,217
1548,0553131893,8,67,758
1548,0553234609,9,67,759
1548,0765342294,8,67,761
1585,0316182540,7,68,762
1585,0345413903,7,68,83
1585,0446604658,6,68,763
1585,0446611611,6,68,764
1585,0449212602,8,68,765
1585,0451178033,6,68,766
1585,0553282476,7,68,767
1585,0684867621,4,68,23
1674,0060187271,10,69,769
1674,0060975547,9,69,770
1674,0345384466,7,69,771
1674,0345416880,7,69,772
1674,0375725784,10,69,773
1674,0385483503,10,69,774
1674,038548951X,10,69,775
1674,0385497288,10,69,776
1674,0393312801,10,69,777
1674,0449912558,5,69,718
1674,0553380958,10,69,778
1674,0812505166,10,69,780
1733,0061042005,9,70,781
1733,0312983824,5,70,692
1733,0316089699,5,70,782
1733,0345447840,10,70,783
1733,0373218400,9,70,639
1733,0373240228,10,70,784
1733,0373242328,6,70,785
1733,0380775840,9,70,786
1733,0425181111,7,70,787
1733,0440168724,9,70,788
1733,0446357405,7,70,789
1733,0446364762,5,70,790
1733,0446527130,7,70,342
1733,0446603082,8,70,791
1733,0451205650,5,70,792
1733,0505524333,10,70,793
1733,0515118230,8,70,794
1733,051513287X,9,70,795
1733,0553107232,7,70,796
1733,0553285947,7,70,797
1733,0553562746,7,70,798
1733,0553574078,8,70,799
1733,059035342X,10,70,464
1733,0671007696,9,70,800
1733,067179793X,5,70,801
1733,0743412621,8,70,802
1733,0971880107,1,70,751
1733,1551665794,7,70,804
1733,1551669404,6,70,805
1848,0061030651,5,71,806
1848,0156027321,10,71,626
1848,0345342968,10,71,807
1848,0345348109,9,71,808
1848,0345378482,8,71,809
1848,0345417623,8,71,810
1848,0345443683,9,71,811
1848,0451169530,5,71,666
1848,0684818868,10,71,812
1848,0786868716,10,71,814
1848,0812511816,10,71,815
1848,0812513738,8,71,816
1848,0812550706,8,71,817
1903,0316777730,10,72,627
1903,0345409469,10,72,818
1903,0385722192,2,72,819
1903,044022330X,6,72,820
1903,0679430946,10,72,821
1903,0684866005,1,72,822
1903,068815252X,3,72,823
1903,0812550706,10,72,817
2010,0380796090,6,73,825
2010,0440221420,5,73,827
2010,0446604666,10,73,828
2010,0451197879,8,73,829
2010,0684836491,5,73,830
2010,0684859262,8,73,831
2010,0688156126,9,73,832
2012,0316154067,9,74,833
2012,0345353145,8,74,834
2012,0413588106,10,74,835
2012,0449221482,8,74,836
2012,0515120863,6,74,837
2012,0553279912,10,74,838
2012,0553348973,5,74,839
2012,0671023616,8,74,840
2030,0060191988,10,75,841
2030,0062502174,10,75,842
2030,0062509594,10,75,843
2030,006251279X,10,75,844
2030,0140298479,10,75,845
2030,0345453549,8,75,846
2030,0385315287,10,75,847
2030,0394404289,10,75,676
2030,0425133656,10,75,848
2030,044020562X,10,75,850
2030,0525945040,10,75,851
2030,067084487X,10,75,852
2030,0671777351,10,75,853
2030,1561706213,10,75,854
2033,0060256664,10,76,856
2033,0060256737,10,76,857
2033,0060950536,10,76,858
2033,0140386645,8,76,859
2033,0142000663,10,76,673
2033,0316779059,10,76,860
2033,0345337662,5,76,283
2033,0345340426,10,76,861
2033,0375815260,10,76,862
2033,0380775123,10,76,863
2033,0399523308,6,76,864
2033,0439064864,9,76,500
2033,0439136350,9,76,501
2033,0439139597,9,76,502
2033,043935806X,9,76,366
2033,0451456718,10,76,865
2033,0451456734,10,76,866
2033,0451458028,10,76,867
2033,0451458508,10,76,868
2033,0451458990,10,76,869
2033,051513628X,6,76,870
2033,0553379534,10,76,871
2033,0553573136,8,76,872
2033,0590353403,9,76,509
2033,0671524313,6,76,873
2033,0688149790,8,76,874
2033,0698119509,7,76,875
2033,0765342987,10,76,876
2033,0765345048,10,76,877
2033,0786880007,8,76,878
2033,0812532597,8,76,879
2033,0812532619,8,76,880
2033,0812532635,8,76,881
2033,0812533313,10,76,882
2033,0812533550,10,76,883
2033,0812575717,10,76,884
2033,0836204387,10,76,885
2033,0836218256,9,76,886
2033,0836218787,10,76,887
2033,0836220889,10,76,888
2033,0836221362,10,76,889
2033,0886773776,10,76,890
2033,0886773784,10,76,891
2033,0886774004,10,76,892
2033,0886774012,9,76,893
2033,0886774144,10,76,894
2033,0886774543,10,76,895
2033,0886774632,10,76,896
2033,0886775167,8,76,897
2033,0886775639,8,76,898
2033,0886775876,10,76,899
2033,0886776120,8,76,900
2033,0886776619,9,76,901
2033,0886777739,10,76,902
2033,0920668372,10,76,903
2041,0385416342,7,77,904
2041,0671617028,8,77,670
2041,0679743243,5,77,905
2041,068483376X,1,77,906
2103,0385472951,9,78,684
2110,0060987529,7,79,908
2110,0064472779,8,79,909
2110,0151008116,5,79,910
2110,015216250X,8,79,610
2110,0345283929,10,79,911
2110,0345307674,10,79,662
2110,0345314255,10,79,912
2110,0345317580,10,79,913
2110,0345362276,10,79,915
2110,0345375580,10,79,916
2110,0345423038,6,79,917
2110,0380570009,10,79,918
2110,0451137965,9,79,919
2110,051512463X,8,79,920
2110,0515127396,8,79,921
2110,0515134384,5,79,235
2110,0515136557,3,79,429
2110,0553073273,9,79,922
2110,059035342X,10,79,464
2110,059045367X,8,79,923
2110,0590629778,10,79,924
2110,0590629794,10,79,925
2110,0671527215,9,79,926
2110,0671532642,8,79,927
2110,0671695304,10,79,928
2110,0886774500,9,79,929
2179,0060392452,9,80,930
2179,0312263120,8,80,931
2179,0380815931,10,80,932
2179,0385504209,10,80,11
2179,0446532231,9,80,933
2179,0451458370,9,80,934
2179,0451524934,8,80,506
2179,0553373803,10,80,935
2179,0590353403,10,80,509
2179,0618002219,9,80,510
2179,0887307884,9,80,937
2276,0061030643,8,81,938
2276,0061099155,9,81,939
2276,0312983220,8,81,940
2276,0312989385,10,81,941
2276,0345315642,10,81,942
2276,0345379144,10,81,943
2276,0345382447,7,81,944
2276,0345404793,9,81,945
2276,0345423615,9,81,946
2276,0345447867,9,81,947
2276,0380002930,9,81,948
2276,0380542625,10,81,949
2276,038072880X,9,81,950
2276,0385505833,5,81,575
2276,0399146725,10,81,951
2276,0425119653,8,81,952
2276,0425172546,9,81,953
2276,0425182908,4,81,372
2276,0440145465,10,81,954
2276,0440220793,7,81,955
2276,0440221471,10,81,956
2276,0440236673,10,81,957
2276,0446349461,9,81,958
2276,0446364622,8,81,959
2276,0446609323,9,81,960
2276,0446612790,10,81,961
2276,0446794031,7,81,191
2276,0449209695,10,81,962
2276,0451204891,9,81,963
2276,0451456734,10,81,866
2276,0451458990,9,81,869
2276,0515130125,10,81,964
2276,0553263226,10,81,965
2276,0553290797,8,81,966
2276,0553574582,7,81,967
2276,0553575538,10,81,548
2276,0553576801,8,81,549
2276,0553582526,9,81,968
2276,0553583468,10,81,552
2276,0553584510,9,81,969
